Property ID,Status,Type,Date,Property Name,Address,Units,sf,Yr Built,Price ($),Cap Rate,Latitude,Longitude,Noi,CashFlow,time_diff
37588,Sale,Apartment,2004/10/31,Fountain Village,1345 S Kolb Rd,410,,1972,15500000.0,6.5,32.204022,-110.838636,0.0,-15500000.0,0.0
37588,Sale,Apartment,2005/10/31,Fountain Village,1345 S Kolb Rd,410,,1972,15500000.0,6.5,32.204022,-110.838636,1007500.0,1007500.0,1.0
37588,Sale,Apartment,2006/10/31,Fountain Village,1345 S Kolb Rd,410,,1972,15500000.0,6.5,32.204022,-110.838636,1057875.0,1057875.0,1.0
122280,Sale,Apartment,2007/1/27,Fountain Village,1345 S Kolb Rd,410,362850,1972,20500000.0,6.21,32.204022,-110.838636,260928.76514276292,20350928.76514276,0.2410958904109589
