Property ID,Status,Type,Date,Property Name,Address,Units,sf,Yr Built,Price ($),Cap Rate,Latitude,Longitude,Noi,CashFlow,time_diff
24474,Sale,Apartment,2003/8/27,La Reserve,10700 N La Reserve Dr,240,195503,1988,16750000.0,5.42,32.399368,-110.951241,0.0,-16750000.0,0.0
24474,Sale,Apartment,2004/08/27,La Reserve,10700 N La Reserve Dr,240,195503,1988,16750000.0,5.42,32.399368,-110.951241,907850.0,907850.0,1.0
24474,Sale,Apartment,2005/08/27,La Reserve,10700 N La Reserve Dr,240,195503,1988,16750000.0,5.42,32.399368,-110.951241,941026.3602383533,941026.3602383533,1.0
110827,Sale,Apartment,2005/12/31,La Reserve,10700 N La Reserve Dr,240,216008,1988,30300000.0,3.53,32.399368,-110.951241,339924.14913126105,30033924.14913126,0.3452054794520548
