Property ID,Status,Type,Date,Property Name,Address,Units,sf,Yr Built,Price ($),Cap Rate,Latitude,Longitude,Noi,CashFlow,time_diff
23163,Sale,Apartment,2003/8/14,Rio Cancion,2400 E River Rd,379,,1983,17308250.0,8.53,32.2862584,-110.9365359,0.0,-17308250.0,0.0
23163,Sale,Apartment,2004/08/14,Rio Cancion,2400 E River Rd,379,,1983,17308250.0,8.53,32.2862584,-110.9365359,1476393.725,1476393.725,1.0
23163,Sale,Apartment,2005/08/14,Rio Cancion,2400 E River Rd,379,,1983,17308250.0,8.53,32.2862584,-110.9365359,1530346.878135699,1530346.878135699,1.0
114046,Sale,Apartment,2006/2/9,Rio Cancion,2400 E River Rd,379,,1983,36500000.0,0.0,32.2862584,-110.9365359,785330.7409084527,36555330.74090845,0.4904109589041096
