Property ID,Status,Type,Date,Property Name,Address,Units,sf,Yr Built,Price ($),Cap Rate,Latitude,Longitude,Noi,CashFlow,time_diff
199858,Sale,Apartment,2007/6/14,Bear Canyon,9055 E Catalina Hwy,238,231640,1996,30000000.0,2.3890871000000002,32.2611943,-110.7989739,0.0,-30000000.0,0.30684931506849317
199858,Sale,Apartment,2008/06/14,Bear Canyon,9055 E Catalina Hwy,238,231640,1996,30000000.0,2.3890871000000002,32.2611943,-110.7989739,716726.1300000001,716726.1300000001,1.0
199858,Sale,Apartment,2009/06/14,Bear Canyon,9055 E Catalina Hwy,238,231640,1996,30000000.0,2.3890871000000002,32.2611943,-110.7989739,752562.4365000002,752562.4365000002,1.0
199858,Sale,Apartment,2010/06/14,Bear Canyon,9055 E Catalina Hwy,238,231640,1996,30000000.0,2.3890871000000002,32.2611943,-110.7989739,749350.6803072094,749350.6803072094,1.0
199858,Sale,Apartment,2011/06/14,Bear Canyon,9055 E Catalina Hwy,238,231640,1996,30000000.0,2.3890871000000002,32.2611943,-110.7989739,764737.4648043094,764737.4648043094,1.0
805455,Sale,Apartment,2012/3/21,Bear Canyon,9055 E Catalina Hwy,238,231640,1996,23200000.0,5.87,32.2611943,-110.7989739,613900.9552073402,23349900.95520734,0.76775956284153
